user,pool,block,lpvalue
0x0df3fbcfb025658762e6fdde48819c167de0f9f8,0x7f3315d773350883ebb4f643ab5ec0d32d162c8a,4749316,0.8722
0x0dfe09adf5c285daf180efe3c456afd53fd8fe80,0xeb4b0563aac65980245660496e76d03c90ad7b26,4749316,"3,074,966.5511"
0x0e3eb4ec5d566ef5bc372a94883324db3c5b4e67,0x7f3315d773350883ebb4f643ab5ec0d32d162c8a,4749316,40.6906
0x0e5d0927e6fe8dc7eb58620ac9bad95e2dd8185c,0x7f3315d773350883ebb4f643ab5ec0d32d162c8a,4749316,0.0
0x0e76ccfff799ee0ea7ea11b18c7222bd8e95548c,0xeb4b0563aac65980245660496e76d03c90ad7b26,4749316,296.0656
0x0e8b0cdf27b9dd2ddec656ed31bb086b8aed495c,0xe1b9041bc284651bbb7a8bd0b2edbfbdf56d2fdc,4749316,0.0
0x0e905f4acabf5914b71d2fde1427a46dd2a037c5,0x50273860341bb80de359cd391bef9b2eb228753c,4749316,0.0
0x0e905f4acabf5914b71d2fde1427a46dd2a037c5,0xeb4b0563aac65980245660496e76d03c90ad7b26,4749316,0.0
0x0e98837b0175f54a395b3c5a81684ff0b4c8244e,0x50273860341bb80de359cd391bef9b2eb228753c,4749316,0.1037
0x0eb662de29a9e65a7c89adb73391f96b478e0793,0xe1b9041bc284651bbb7a8bd0b2edbfbdf56d2fdc,4749316,20.6083
0x0ecddcf41754360ab129d7ca4c8abf220f9c32bd,0x50273860341bb80de359cd391bef9b2eb228753c,4749316,70.3913
0x0ed61a1952f34e762f16a14af603e9832c5af767,0x7f3315d773350883ebb4f643ab5ec0d32d162c8a,4749316,0.0
0x0ee8f7de7d28ad9a4f63b9e409bec7f3720edf15,0x7f3315d773350883ebb4f643ab5ec0d32d162c8a,4749316,9.5894
0x0efed32427d9a28ad8433dbc72663c20ba091afa,0x50273860341bb80de359cd391bef9b2eb228753c,4749316,14.1631
0x0f262671734fca04b79bf42edad435c2e8463b36,0x04627b24ede101b0a92211a92f996eda3fa6cc75,4749316,0.0
0x0f262671734fca04b79bf42edad435c2e8463b36,0x7f3315d773350883ebb4f643ab5ec0d32d162c8a,4749316,0.0
0x0f2c43a222a370a40438ea283463450c616ddf2b,0x7f3315d773350883ebb4f643ab5ec0d32d162c8a,4749316,33.9771
0x0f5bfcbc75159d063be38f00423ff118eb0aa622,0x7f3315d773350883ebb4f643ab5ec0d32d162c8a,4749316,0.9777
0x0f7536d21fe1c9cdb472391cd80fc82e3560736f,0x7f3315d773350883ebb4f643ab5ec0d32d162c8a,4749316,0.1058
0x0fb213a1af101b1429e6ad3020ad92fb0d25eb1e,0x7f3315d773350883ebb4f643ab5ec0d32d162c8a,4749316,0.0
0x0fbcfb312972ba4d924319c65fe6cac40982aa68,0x7f3315d773350883ebb4f643ab5ec0d32d162c8a,4749316,0.0
0x0fcaac518c2a8eb7bd053143a474aef7773bc79b,0x7f3315d773350883ebb4f643ab5ec0d32d162c8a,4749316,0.0
0x0fe9dd49c7a19a5d4674ecb9f552204c79a227cb,0x03ad10c6dd6cd982b1785b8cd5316b8b626e3390,4749316,5.2999
0x106ca29b9d866586f01324c3575f6b7d031f61a2,0x7f3315d773350883ebb4f643ab5ec0d32d162c8a,4749316,11.9977
0x106d2b3f70188325ab128dda072e41e6096506a8,0x50273860341bb80de359cd391bef9b2eb228753c,4749316,0.0
0x109428f056519946075ba96a8367762f6e082dcb,0x7f3315d773350883ebb4f643ab5ec0d32d162c8a,4749316,0.0
0x111fbf7b389e024d09f35fb091d7d4479b321b0a,0x7f3315d773350883ebb4f643ab5ec0d32d162c8a,4749316,0.0
0x11315cce8f009e4cb4234ffeaf2e860b84e5b0f6,0x50273860341bb80de359cd391bef9b2eb228753c,4749316,0.2591
0x11519f0d7844bc6677281eade6057c7f57f8a7b3,0xeb4b0563aac65980245660496e76d03c90ad7b26,4749316,11.8297
0x11581372d71b531f8608c8da75da7f8d30d8334d,0x7f3315d773350883ebb4f643ab5ec0d32d162c8a,4749316,0.0
0x116b6112bb0a979da4bbd0c95b3f7e7ae4f831d4,0xc8dab61bc9d83123649691120d1c8350e41abd60,4749316,0.0
0x11735a8a9f8b6dabc29f0cc67422f84142b43882,0x50273860341bb80de359cd391bef9b2eb228753c,4749316,35.1405
0x117e1dc8c0e23dcdba18d4f662449dc692c9215a,0x7f3315d773350883ebb4f643ab5ec0d32d162c8a,4749316,0.0
0x119a2346c0c6da18e83a686184d416bf5ede5186,0xeb4b0563aac65980245660496e76d03c90ad7b26,4749316,0.0
0x11d2a139b844b0ac6ebdb37655d0eeb0b9c968ad,0x03ad10c6dd6cd982b1785b8cd5316b8b626e3390,4749316,0.286
0x11f30e28966ab642586a0150123cdb63ec60128b,0x7f3315d773350883ebb4f643ab5ec0d32d162c8a,4749316,0.7797
0x11f30e28966ab642586a0150123cdb63ec60128b,0xc8dab61bc9d83123649691120d1c8350e41abd60,4749316,0.0
0x11f81bf5ad3f7e373adcacfc59940b1eb4e6f3da,0x50273860341bb80de359cd391bef9b2eb228753c,4749316,0.0
0x122b92ed92845c14f1d485158bd00211a9ff715d,0x7f3315d773350883ebb4f643ab5ec0d32d162c8a,4749316,0.0
0x125170bd0d0b6abfddc02f8c7e3757ea2130cb19,0x7f3315d773350883ebb4f643ab5ec0d32d162c8a,4749316,2.1799
0x126176b45e7f472b570bea18ecf893a37e97fc8d,0x7f3315d773350883ebb4f643ab5ec0d32d162c8a,4749316,0.0
0x126176b45e7f472b570bea18ecf893a37e97fc8d,0xeb4b0563aac65980245660496e76d03c90ad7b26,4749316,0.0
0x12651f27224dcefa41db255a2814959373829fd9,0x50273860341bb80de359cd391bef9b2eb228753c,4749316,2.2044
0x126d537c38ed6e4b187c4f554c6ef8689b2efac8,0xe1b9041bc284651bbb7a8bd0b2edbfbdf56d2fdc,4749316,29.2066
0x1272909684375448c71dc07c5326aed509b172c2,0xeb4b0563aac65980245660496e76d03c90ad7b26,4749316,0.0
0x128b4d9a062d137710f362d2b5c0b81e2726cc40,0xc8dab61bc9d83123649691120d1c8350e41abd60,4749316,0.0
0x12a0a400feb541e16d4c1ea5fc32bd750b44b84b,0x50273860341bb80de359cd391bef9b2eb228753c,4749316,2.948
0x12a33655c56a04bcc370e417ad70ac1fe802c223,0x50273860341bb80de359cd391bef9b2eb228753c,4749316,0.0
